Epoch,Mean Dice Score,DiceCortical,DiceTrabecular
24,"metatensor(0.9803, device='cuda:1')","metatensor(0.9887, device='cuda:1')","metatensor(0.9719, device='cuda:1')"
24,"metatensor(0.9827, device='cuda:4')","metatensor(0.9912, device='cuda:4')","metatensor(0.9742, device='cuda:4')"
24,"metatensor(0.9765, device='cuda:2')","metatensor(0.9848, device='cuda:2')","metatensor(0.9682, device='cuda:2')"
24,"metatensor(0.9811, device='cuda:3')","metatensor(0.9892, device='cuda:3')","metatensor(0.9731, device='cuda:3')"
25,"metatensor(0.9811, device='cuda:4')","metatensor(0.9899, device='cuda:4')","metatensor(0.9723, device='cuda:4')"
25,"metatensor(0.9767, device='cuda:1')","metatensor(0.9858, device='cuda:1')","metatensor(0.9676, device='cuda:1')"
25,"metatensor(0.9774, device='cuda:0')","metatensor(0.9871, device='cuda:0')","metatensor(0.9677, device='cuda:0')"
25,"metatensor(0.9808, device='cuda:3')","metatensor(0.9908, device='cuda:3')","metatensor(0.9708, device='cuda:3')"
25,"metatensor(0.9794, device='cuda:2')","metatensor(0.9905, device='cuda:2')","metatensor(0.9684, device='cuda:2')"
26,"metatensor(0.9795, device='cuda:0')","metatensor(0.9906, device='cuda:0')","metatensor(0.9684, device='cuda:0')"
26,"metatensor(0.9776, device='cuda:2')","metatensor(0.9871, device='cuda:2')","metatensor(0.9682, device='cuda:2')"
26,"metatensor(0.9825, device='cuda:3')","metatensor(0.9914, device='cuda:3')","metatensor(0.9736, device='cuda:3')"
26,"metatensor(0.9817, device='cuda:4')","metatensor(0.9908, device='cuda:4')","metatensor(0.9727, device='cuda:4')"
26,"metatensor(0.9792, device='cuda:1')","metatensor(0.9862, device='cuda:1')","metatensor(0.9722, device='cuda:1')"
27,"metatensor(0.9813, device='cuda:4')","metatensor(0.9861, device='cuda:4')","metatensor(0.9766, device='cuda:4')"
27,"metatensor(0.9785, device='cuda:1')","metatensor(0.9860, device='cuda:1')","metatensor(0.9710, device='cuda:1')"
27,"metatensor(0.9815, device='cuda:3')","metatensor(0.9866, device='cuda:3')","metatensor(0.9765, device='cuda:3')"
27,"metatensor(0.9697, device='cuda:0')","metatensor(0.9782, device='cuda:0')","metatensor(0.9612, device='cuda:0')"
27,"metatensor(0.9775, device='cuda:2')","metatensor(0.9856, device='cuda:2')","metatensor(0.9694, device='cuda:2')"
28,"metatensor(0.9770, device='cuda:2')","metatensor(0.9820, device='cuda:2')","metatensor(0.9720, device='cuda:2')"
28,"metatensor(0.9817, device='cuda:3')","metatensor(0.9899, device='cuda:3')","metatensor(0.9735, device='cuda:3')"
28,"metatensor(0.9785, device='cuda:4')","metatensor(0.9862, device='cuda:4')","metatensor(0.9708, device='cuda:4')"
28,"metatensor(0.9731, device='cuda:0')","metatensor(0.9775, device='cuda:0')","metatensor(0.9688, device='cuda:0')"
28,"metatensor(0.9736, device='cuda:1')","metatensor(0.9760, device='cuda:1')","metatensor(0.9712, device='cuda:1')"
29,"metatensor(0.9737, device='cuda:0')","metatensor(0.9839, device='cuda:0')","metatensor(0.9635, device='cuda:0')"
29,"metatensor(0.9825, device='cuda:3')","metatensor(0.9920, device='cuda:3')","metatensor(0.9729, device='cuda:3')"
29,"metatensor(0.9809, device='cuda:2')","metatensor(0.9927, device='cuda:2')","metatensor(0.9692, device='cuda:2')"
29,"metatensor(0.9821, device='cuda:4')","metatensor(0.9924, device='cuda:4')","metatensor(0.9719, device='cuda:4')"
29,"metatensor(0.9791, device='cuda:1')","metatensor(0.9890, device='cuda:1')","metatensor(0.9691, device='cuda:1')"
30,"metatensor(0.9777, device='cuda:0')","metatensor(0.9852, device='cuda:0')","metatensor(0.9703, device='cuda:0')"
30,"metatensor(0.9840, device='cuda:4')","metatensor(0.9917, device='cuda:4')","metatensor(0.9764, device='cuda:4')"
30,"metatensor(0.9827, device='cuda:2')","metatensor(0.9917, device='cuda:2')","metatensor(0.9737, device='cuda:2')"
30,"metatensor(0.9799, device='cuda:1')","metatensor(0.9893, device='cuda:1')","metatensor(0.9704, device='cuda:1')"
30,"metatensor(0.9824, device='cuda:3')","metatensor(0.9924, device='cuda:3')","metatensor(0.9725, device='cuda:3')"
31,"metatensor(0.9806, device='cuda:2')","metatensor(0.9898, device='cuda:2')","metatensor(0.9713, device='cuda:2')"
31,"metatensor(0.9826, device='cuda:4')","metatensor(0.9916, device='cuda:4')","metatensor(0.9736, device='cuda:4')"
31,"metatensor(0.9806, device='cuda:0')","metatensor(0.9869, device='cuda:0')","metatensor(0.9743, device='cuda:0')"
31,"metatensor(0.9815, device='cuda:1')","metatensor(0.9904, device='cuda:1')","metatensor(0.9727, device='cuda:1')"
31,"metatensor(0.9831, device='cuda:3')","metatensor(0.9905, device='cuda:3')","metatensor(0.9757, device='cuda:3')"
32,"metatensor(0.9831, device='cuda:4')","metatensor(0.9915, device='cuda:4')","metatensor(0.9747, device='cuda:4')"
32,"metatensor(0.9787, device='cuda:1')","metatensor(0.9904, device='cuda:1')","metatensor(0.9670, device='cuda:1')"
32,"metatensor(0.9812, device='cuda:0')","metatensor(0.9905, device='cuda:0')","metatensor(0.9719, device='cuda:0')"
32,"metatensor(0.9816, device='cuda:3')","metatensor(0.9918, device='cuda:3')","metatensor(0.9715, device='cuda:3')"
32,"metatensor(0.9802, device='cuda:2')","metatensor(0.9909, device='cuda:2')","metatensor(0.9695, device='cuda:2')"
33,"metatensor(0.9739, device='cuda:0')","metatensor(0.9740, device='cuda:0')","metatensor(0.9738, device='cuda:0')"
33,"metatensor(0.9838, device='cuda:3')","metatensor(0.9884, device='cuda:3')","metatensor(0.9791, device='cuda:3')"
33,"metatensor(0.9779, device='cuda:2')","metatensor(0.9851, device='cuda:2')","metatensor(0.9707, device='cuda:2')"
33,"metatensor(0.9781, device='cuda:1')","metatensor(0.9863, device='cuda:1')","metatensor(0.9699, device='cuda:1')"
33,"metatensor(0.9721, device='cuda:4')","metatensor(0.9717, device='cuda:4')","metatensor(0.9726, device='cuda:4')"
34,"metatensor(0.9767, device='cuda:0')","metatensor(0.9866, device='cuda:0')","metatensor(0.9668, device='cuda:0')"
34,"metatensor(0.9797, device='cuda:1')","metatensor(0.9895, device='cuda:1')","metatensor(0.9699, device='cuda:1')"
34,"metatensor(0.9841, device='cuda:3')","metatensor(0.9918, device='cuda:3')","metatensor(0.9764, device='cuda:3')"
34,"metatensor(0.9824, device='cuda:4')","metatensor(0.9924, device='cuda:4')","metatensor(0.9725, device='cuda:4')"
34,"metatensor(0.9810, device='cuda:2')","metatensor(0.9906, device='cuda:2')","metatensor(0.9715, device='cuda:2')"
35,"metatensor(0.9754, device='cuda:0')","metatensor(0.9870, device='cuda:0')","metatensor(0.9639, device='cuda:0')"
35,"metatensor(0.9812, device='cuda:2')","metatensor(0.9922, device='cuda:2')","metatensor(0.9702, device='cuda:2')"
35,"metatensor(0.9798, device='cuda:1')","metatensor(0.9910, device='cuda:1')","metatensor(0.9686, device='cuda:1')"
35,"metatensor(0.9831, device='cuda:4')","metatensor(0.9915, device='cuda:4')","metatensor(0.9748, device='cuda:4')"
35,"metatensor(0.9836, device='cuda:3')","metatensor(0.9914, device='cuda:3')","metatensor(0.9758, device='cuda:3')"
36,"metatensor(0.9838, device='cuda:3')","metatensor(0.9918, device='cuda:3')","metatensor(0.9758, device='cuda:3')"
36,"metatensor(0.9823, device='cuda:4')","metatensor(0.9895, device='cuda:4')","metatensor(0.9751, device='cuda:4')"
36,"metatensor(0.9773, device='cuda:0')","metatensor(0.9866, device='cuda:0')","metatensor(0.9681, device='cuda:0')"
36,"metatensor(0.9794, device='cuda:1')","metatensor(0.9882, device='cuda:1')","metatensor(0.9705, device='cuda:1')"
36,"metatensor(0.9816, device='cuda:2')","metatensor(0.9903, device='cuda:2')","metatensor(0.9729, device='cuda:2')"
37,"metatensor(0.9794, device='cuda:4')","metatensor(0.9825, device='cuda:4')","metatensor(0.9762, device='cuda:4')"
37,"metatensor(0.9822, device='cuda:3')","metatensor(0.9906, device='cuda:3')","metatensor(0.9737, device='cuda:3')"
37,"metatensor(0.9786, device='cuda:0')","metatensor(0.9850, device='cuda:0')","metatensor(0.9721, device='cuda:0')"
37,"metatensor(0.9817, device='cuda:2')","metatensor(0.9909, device='cuda:2')","metatensor(0.9725, device='cuda:2')"
37,"metatensor(0.9827, device='cuda:1')","metatensor(0.9897, device='cuda:1')","metatensor(0.9758, device='cuda:1')"
38,"metatensor(0.9826, device='cuda:1')","metatensor(0.9916, device='cuda:1')","metatensor(0.9736, device='cuda:1')"
38,"metatensor(0.9841, device='cuda:4')","metatensor(0.9915, device='cuda:4')","metatensor(0.9768, device='cuda:4')"
38,"metatensor(0.9842, device='cuda:3')","metatensor(0.9925, device='cuda:3')","metatensor(0.9759, device='cuda:3')"
38,"metatensor(0.9816, device='cuda:0')","metatensor(0.9886, device='cuda:0')","metatensor(0.9746, device='cuda:0')"
38,"metatensor(0.9814, device='cuda:2')","metatensor(0.9927, device='cuda:2')","metatensor(0.9701, device='cuda:2')"
39,"metatensor(0.9814, device='cuda:2')","metatensor(0.9921, device='cuda:2')","metatensor(0.9708, device='cuda:2')"
39,"metatensor(0.9791, device='cuda:0')","metatensor(0.9885, device='cuda:0')","metatensor(0.9698, device='cuda:0')"
39,"metatensor(0.9793, device='cuda:1')","metatensor(0.9872, device='cuda:1')","metatensor(0.9714, device='cuda:1')"
39,"metatensor(0.9835, device='cuda:3')","metatensor(0.9913, device='cuda:3')","metatensor(0.9756, device='cuda:3')"
39,"metatensor(0.9836, device='cuda:4')","metatensor(0.9912, device='cuda:4')","metatensor(0.9760, device='cuda:4')"
40,"metatensor(0.9827, device='cuda:4')","metatensor(0.9892, device='cuda:4')","metatensor(0.9762, device='cuda:4')"
40,"metatensor(0.9816, device='cuda:1')","metatensor(0.9900, device='cuda:1')","metatensor(0.9732, device='cuda:1')"
40,"metatensor(0.9812, device='cuda:0')","metatensor(0.9892, device='cuda:0')","metatensor(0.9732, device='cuda:0')"
40,"metatensor(0.9828, device='cuda:3')","metatensor(0.9907, device='cuda:3')","metatensor(0.9749, device='cuda:3')"
40,"metatensor(0.9823, device='cuda:2')","metatensor(0.9908, device='cuda:2')","metatensor(0.9738, device='cuda:2')"
41,"metatensor(0.9794, device='cuda:1')","metatensor(0.9888, device='cuda:1')","metatensor(0.9700, device='cuda:1')"
41,"metatensor(0.9856, device='cuda:3')","metatensor(0.9914, device='cuda:3')","metatensor(0.9798, device='cuda:3')"
41,"metatensor(0.9832, device='cuda:2')","metatensor(0.9913, device='cuda:2')","metatensor(0.9752, device='cuda:2')"
41,"metatensor(0.9791, device='cuda:0')","metatensor(0.9891, device='cuda:0')","metatensor(0.9692, device='cuda:0')"
41,"metatensor(0.9860, device='cuda:4')","metatensor(0.9928, device='cuda:4')","metatensor(0.9792, device='cuda:4')"
42,"metatensor(0.9794, device='cuda:0')","metatensor(0.9892, device='cuda:0')","metatensor(0.9695, device='cuda:0')"
42,"metatensor(0.9848, device='cuda:3')","metatensor(0.9912, device='cuda:3')","metatensor(0.9784, device='cuda:3')"
42,"metatensor(0.9822, device='cuda:1')","metatensor(0.9887, device='cuda:1')","metatensor(0.9757, device='cuda:1')"
42,"metatensor(0.9822, device='cuda:2')","metatensor(0.9899, device='cuda:2')","metatensor(0.9746, device='cuda:2')"
42,"metatensor(0.9840, device='cuda:4')","metatensor(0.9899, device='cuda:4')","metatensor(0.9781, device='cuda:4')"
43,"metatensor(0.9843, device='cuda:3')","metatensor(0.9933, device='cuda:3')","metatensor(0.9752, device='cuda:3')"
43,"metatensor(0.9830, device='cuda:1')","metatensor(0.9924, device='cuda:1')","metatensor(0.9736, device='cuda:1')"
43,"metatensor(0.9846, device='cuda:4')","metatensor(0.9938, device='cuda:4')","metatensor(0.9753, device='cuda:4')"
43,"metatensor(0.9806, device='cuda:0')","metatensor(0.9889, device='cuda:0')","metatensor(0.9722, device='cuda:0')"
43,"metatensor(0.9836, device='cuda:2')","metatensor(0.9934, device='cuda:2')","metatensor(0.9738, device='cuda:2')"
44,"metatensor(0.9835, device='cuda:4')","metatensor(0.9929, device='cuda:4')","metatensor(0.9741, device='cuda:4')"
44,"metatensor(0.9823, device='cuda:2')","metatensor(0.9927, device='cuda:2')","metatensor(0.9719, device='cuda:2')"
44,"metatensor(0.9779, device='cuda:1')","metatensor(0.9837, device='cuda:1')","metatensor(0.9721, device='cuda:1')"
44,"metatensor(0.9847, device='cuda:3')","metatensor(0.9916, device='cuda:3')","metatensor(0.9777, device='cuda:3')"
44,"metatensor(0.9836, device='cuda:0')","metatensor(0.9922, device='cuda:0')","metatensor(0.9750, device='cuda:0')"
45,"metatensor(0.9822, device='cuda:1')","metatensor(0.9901, device='cuda:1')","metatensor(0.9743, device='cuda:1')"
45,"metatensor(0.9846, device='cuda:3')","metatensor(0.9919, device='cuda:3')","metatensor(0.9773, device='cuda:3')"
45,"metatensor(0.9807, device='cuda:0')","metatensor(0.9861, device='cuda:0')","metatensor(0.9752, device='cuda:0')"
45,"metatensor(0.9845, device='cuda:4')","metatensor(0.9924, device='cuda:4')","metatensor(0.9766, device='cuda:4')"
45,"metatensor(0.9825, device='cuda:2')","metatensor(0.9918, device='cuda:2')","metatensor(0.9732, device='cuda:2')"
46,"metatensor(0.9841, device='cuda:4')","metatensor(0.9883, device='cuda:4')","metatensor(0.9800, device='cuda:4')"
46,"metatensor(0.9810, device='cuda:0')","metatensor(0.9867, device='cuda:0')","metatensor(0.9754, device='cuda:0')"
