60,"metatensor(0.9872, device='cuda:3')","metatensor(0.9929, device='cuda:3')","metatensor(0.9816, device='cuda:3')"
60,"metatensor(0.9820, device='cuda:0')","metatensor(0.9909, device='cuda:0')","metatensor(0.9730, device='cuda:0')"
60,"metatensor(0.9855, device='cuda:4')","metatensor(0.9931, device='cuda:4')","metatensor(0.9779, device='cuda:4')"
61,"metatensor(0.9860, device='cuda:4')","metatensor(0.9941, device='cuda:4')","metatensor(0.9778, device='cuda:4')"
61,"metatensor(0.9811, device='cuda:1')","metatensor(0.9907, device='cuda:1')","metatensor(0.9715, device='cuda:1')"
61,"metatensor(0.9851, device='cuda:2')","metatensor(0.9923, device='cuda:2')","metatensor(0.9779, device='cuda:2')"
61,"metatensor(0.9801, device='cuda:0')","metatensor(0.9866, device='cuda:0')","metatensor(0.9736, device='cuda:0')"
61,"metatensor(0.9870, device='cuda:3')","metatensor(0.9931, device='cuda:3')","metatensor(0.9809, device='cuda:3')"
62,"metatensor(0.9827, device='cuda:0')","metatensor(0.9909, device='cuda:0')","metatensor(0.9745, device='cuda:0')"
62,"metatensor(0.9857, device='cuda:1')","metatensor(0.9927, device='cuda:1')","metatensor(0.9788, device='cuda:1')"
62,"metatensor(0.9849, device='cuda:2')","metatensor(0.9940, device='cuda:2')","metatensor(0.9759, device='cuda:2')"
62,"metatensor(0.9865, device='cuda:3')","metatensor(0.9942, device='cuda:3')","metatensor(0.9788, device='cuda:3')"
62,"metatensor(0.9870, device='cuda:4')","metatensor(0.9936, device='cuda:4')","metatensor(0.9803, device='cuda:4')"
63,"metatensor(0.9848, device='cuda:4')","metatensor(0.9916, device='cuda:4')","metatensor(0.9780, device='cuda:4')"
63,"metatensor(0.9866, device='cuda:3')","metatensor(0.9923, device='cuda:3')","metatensor(0.9809, device='cuda:3')"
63,"metatensor(0.9827, device='cuda:1')","metatensor(0.9886, device='cuda:1')","metatensor(0.9767, device='cuda:1')"
63,"metatensor(0.9834, device='cuda:2')","metatensor(0.9903, device='cuda:2')","metatensor(0.9764, device='cuda:2')"
63,"metatensor(0.9826, device='cuda:0')","metatensor(0.9890, device='cuda:0')","metatensor(0.9763, device='cuda:0')"
64,"metatensor(0.9846, device='cuda:1')","metatensor(0.9917, device='cuda:1')","metatensor(0.9774, device='cuda:1')"
64,"metatensor(0.9815, device='cuda:0')","metatensor(0.9914, device='cuda:0')","metatensor(0.9716, device='cuda:0')"
64,"metatensor(0.9832, device='cuda:2')","metatensor(0.9923, device='cuda:2')","metatensor(0.9742, device='cuda:2')"
64,"metatensor(0.9870, device='cuda:3')","metatensor(0.9935, device='cuda:3')","metatensor(0.9806, device='cuda:3')"
64,"metatensor(0.9862, device='cuda:4')","metatensor(0.9928, device='cuda:4')","metatensor(0.9796, device='cuda:4')"
65,"metatensor(0.9842, device='cuda:2')","metatensor(0.9929, device='cuda:2')","metatensor(0.9755, device='cuda:2')"
65,"metatensor(0.9847, device='cuda:4')","metatensor(0.9916, device='cuda:4')","metatensor(0.9777, device='cuda:4')"
65,"metatensor(0.9797, device='cuda:1')","metatensor(0.9885, device='cuda:1')","metatensor(0.9710, device='cuda:1')"
65,"metatensor(0.9861, device='cuda:3')","metatensor(0.9933, device='cuda:3')","metatensor(0.9789, device='cuda:3')"
65,"metatensor(0.9827, device='cuda:0')","metatensor(0.9888, device='cuda:0')","metatensor(0.9766, device='cuda:0')"
66,"metatensor(0.9803, device='cuda:4')","metatensor(0.9836, device='cuda:4')","metatensor(0.9769, device='cuda:4')"
66,"metatensor(0.9860, device='cuda:3')","metatensor(0.9941, device='cuda:3')","metatensor(0.9779, device='cuda:3')"
66,"metatensor(0.9824, device='cuda:0')","metatensor(0.9896, device='cuda:0')","metatensor(0.9751, device='cuda:0')"
66,"metatensor(0.9812, device='cuda:1')","metatensor(0.9898, device='cuda:1')","metatensor(0.9727, device='cuda:1')"
66,"metatensor(0.9833, device='cuda:2')","metatensor(0.9917, device='cuda:2')","metatensor(0.9750, device='cuda:2')"
67,"metatensor(0.9857, device='cuda:3')","metatensor(0.9932, device='cuda:3')","metatensor(0.9782, device='cuda:3')"
67,"metatensor(0.9835, device='cuda:2')","metatensor(0.9904, device='cuda:2')","metatensor(0.9767, device='cuda:2')"
67,"metatensor(0.9830, device='cuda:1')","metatensor(0.9884, device='cuda:1')","metatensor(0.9776, device='cuda:1')"
67,"metatensor(0.9876, device='cuda:4')","metatensor(0.9938, device='cuda:4')","metatensor(0.9814, device='cuda:4')"
67,"metatensor(0.9810, device='cuda:0')","metatensor(0.9871, device='cuda:0')","metatensor(0.9749, device='cuda:0')"
68,"metatensor(0.9841, device='cuda:2')","metatensor(0.9926, device='cuda:2')","metatensor(0.9756, device='cuda:2')"
68,"metatensor(0.9823, device='cuda:1')","metatensor(0.9878, device='cuda:1')","metatensor(0.9768, device='cuda:1')"
68,"metatensor(0.9814, device='cuda:0')","metatensor(0.9879, device='cuda:0')","metatensor(0.9749, device='cuda:0')"
68,"metatensor(0.9848, device='cuda:4')","metatensor(0.9919, device='cuda:4')","metatensor(0.9777, device='cuda:4')"
68,"metatensor(0.9868, device='cuda:3')","metatensor(0.9945, device='cuda:3')","metatensor(0.9791, device='cuda:3')"
69,"metatensor(0.9856, device='cuda:2')","metatensor(0.9933, device='cuda:2')","metatensor(0.9779, device='cuda:2')"
69,"metatensor(0.9838, device='cuda:1')","metatensor(0.9912, device='cuda:1')","metatensor(0.9764, device='cuda:1')"
69,"metatensor(0.9863, device='cuda:4')","metatensor(0.9918, device='cuda:4')","metatensor(0.9809, device='cuda:4')"
69,"metatensor(0.9859, device='cuda:3')","metatensor(0.9920, device='cuda:3')","metatensor(0.9799, device='cuda:3')"
69,"metatensor(0.9842, device='cuda:0')","metatensor(0.9921, device='cuda:0')","metatensor(0.9762, device='cuda:0')"
70,"metatensor(0.9866, device='cuda:3')","metatensor(0.9936, device='cuda:3')","metatensor(0.9795, device='cuda:3')"
70,"metatensor(0.9825, device='cuda:2')","metatensor(0.9911, device='cuda:2')","metatensor(0.9738, device='cuda:2')"
70,"metatensor(0.9789, device='cuda:0')","metatensor(0.9865, device='cuda:0')","metatensor(0.9713, device='cuda:0')"
70,"metatensor(0.9858, device='cuda:1')","metatensor(0.9922, device='cuda:1')","metatensor(0.9794, device='cuda:1')"
70,"metatensor(0.9881, device='cuda:4')","metatensor(0.9940, device='cuda:4')","metatensor(0.9821, device='cuda:4')"
71,"metatensor(0.9851, device='cuda:1')","metatensor(0.9915, device='cuda:1')","metatensor(0.9787, device='cuda:1')"
71,"metatensor(0.9863, device='cuda:3')","metatensor(0.9931, device='cuda:3')","metatensor(0.9794, device='cuda:3')"
71,"metatensor(0.9851, device='cuda:2')","metatensor(0.9917, device='cuda:2')","metatensor(0.9784, device='cuda:2')"
71,"metatensor(0.9873, device='cuda:4')","metatensor(0.9924, device='cuda:4')","metatensor(0.9822, device='cuda:4')"
71,"metatensor(0.9825, device='cuda:0')","metatensor(0.9902, device='cuda:0')","metatensor(0.9748, device='cuda:0')"
72,"metatensor(0.9875, device='cuda:4')","metatensor(0.9935, device='cuda:4')","metatensor(0.9814, device='cuda:4')"
72,"metatensor(0.9861, device='cuda:3')","metatensor(0.9932, device='cuda:3')","metatensor(0.9789, device='cuda:3')"
72,"metatensor(0.9846, device='cuda:2')","metatensor(0.9911, device='cuda:2')","metatensor(0.9781, device='cuda:2')"
72,"metatensor(0.9844, device='cuda:1')","metatensor(0.9917, device='cuda:1')","metatensor(0.9770, device='cuda:1')"
72,"metatensor(0.9817, device='cuda:0')","metatensor(0.9894, device='cuda:0')","metatensor(0.9741, device='cuda:0')"
73,"metatensor(0.9863, device='cuda:3')","metatensor(0.9920, device='cuda:3')","metatensor(0.9807, device='cuda:3')"
73,"metatensor(0.9864, device='cuda:4')","metatensor(0.9921, device='cuda:4')","metatensor(0.9806, device='cuda:4')"
73,"metatensor(0.9851, device='cuda:1')","metatensor(0.9930, device='cuda:1')","metatensor(0.9772, device='cuda:1')"
73,"metatensor(0.9843, device='cuda:0')","metatensor(0.9925, device='cuda:0')","metatensor(0.9761, device='cuda:0')"
73,"metatensor(0.9841, device='cuda:2')","metatensor(0.9923, device='cuda:2')","metatensor(0.9760, device='cuda:2')"
74,"metatensor(0.9859, device='cuda:3')","metatensor(0.9924, device='cuda:3')","metatensor(0.9793, device='cuda:3')"
74,"metatensor(0.9789, device='cuda:2')","metatensor(0.9838, device='cuda:2')","metatensor(0.9740, device='cuda:2')"
74,"metatensor(0.9770, device='cuda:0')","metatensor(0.9762, device='cuda:0')","metatensor(0.9778, device='cuda:0')"
74,"metatensor(0.9837, device='cuda:1')","metatensor(0.9900, device='cuda:1')","metatensor(0.9775, device='cuda:1')"
74,"metatensor(0.9836, device='cuda:4')","metatensor(0.9864, device='cuda:4')","metatensor(0.9808, device='cuda:4')"
75,"metatensor(0.9839, device='cuda:0')","metatensor(0.9921, device='cuda:0')","metatensor(0.9757, device='cuda:0')"
75,"metatensor(0.9854, device='cuda:3')","metatensor(0.9930, device='cuda:3')","metatensor(0.9777, device='cuda:3')"
75,"metatensor(0.9842, device='cuda:2')","metatensor(0.9922, device='cuda:2')","metatensor(0.9762, device='cuda:2')"
75,"metatensor(0.9862, device='cuda:4')","metatensor(0.9924, device='cuda:4')","metatensor(0.9800, device='cuda:4')"
75,"metatensor(0.9842, device='cuda:1')","metatensor(0.9928, device='cuda:1')","metatensor(0.9757, device='cuda:1')"
76,"metatensor(0.9841, device='cuda:0')","metatensor(0.9912, device='cuda:0')","metatensor(0.9770, device='cuda:0')"
76,"metatensor(0.9829, device='cuda:1')","metatensor(0.9855, device='cuda:1')","metatensor(0.9804, device='cuda:1')"
76,"metatensor(0.9833, device='cuda:2')","metatensor(0.9903, device='cuda:2')","metatensor(0.9763, device='cuda:2')"
76,"metatensor(0.9860, device='cuda:3')","metatensor(0.9922, device='cuda:3')","metatensor(0.9799, device='cuda:3')"
76,"metatensor(0.9868, device='cuda:4')","metatensor(0.9920, device='cuda:4')","metatensor(0.9816, device='cuda:4')"
77,"metatensor(0.9733, device='cuda:0')","metatensor(0.9817, device='cuda:0')","metatensor(0.9649, device='cuda:0')"
77,"metatensor(0.9829, device='cuda:4')","metatensor(0.9861, device='cuda:4')","metatensor(0.9796, device='cuda:4')"
77,"metatensor(0.9809, device='cuda:1')","metatensor(0.9879, device='cuda:1')","metatensor(0.9738, device='cuda:1')"
77,"metatensor(0.9862, device='cuda:3')","metatensor(0.9920, device='cuda:3')","metatensor(0.9804, device='cuda:3')"
77,"metatensor(0.9819, device='cuda:2')","metatensor(0.9903, device='cuda:2')","metatensor(0.9736, device='cuda:2')"
78,"metatensor(0.9834, device='cuda:1')","metatensor(0.9912, device='cuda:1')","metatensor(0.9757, device='cuda:1')"
78,"metatensor(0.9836, device='cuda:2')","metatensor(0.9905, device='cuda:2')","metatensor(0.9767, device='cuda:2')"
78,"metatensor(0.9812, device='cuda:0')","metatensor(0.9888, device='cuda:0')","metatensor(0.9737, device='cuda:0')"
78,"metatensor(0.9822, device='cuda:4')","metatensor(0.9885, device='cuda:4')","metatensor(0.9759, device='cuda:4')"
78,"metatensor(0.9861, device='cuda:3')","metatensor(0.9946, device='cuda:3')","metatensor(0.9776, device='cuda:3')"
